,years,회사명,stock_code,전년도ESG,종합등급,매출액,영업이익,영업이익(발표기준),당기순이익,지배주주순이익,비지배주주순이익,부채총계,자본총계,지배주주지분,비지배주주지분,자본금,부채비율,유보율,영업이익률,지배주주순이익률,ROA,ROE,EPS(원),BPS(원),DPS(원),PBR,발행주식수,배당수익률,지속가능경영 보고서공시여부,매출액_상승률(퍼센트),영업이익_상승률,배당수익률_상승률,영업이익률_상승률,이사의 수,사외이사 수,사외이사 비율,녹색 기업 지정,총 임원 수,여성 임원 수 ,여성 임원 비율,남성 평균 연봉,여성 평균 연봉,남성 정규직 수,여성 정규직 수,남성 직원 수,여성 직원 수,직원 수,여성 직원 비율,남성 직원 비율,남성 정규직 비율,여성 정규직 비율,외국인 보유수량,외국인 지분율,시가총액,상장주식수,용수 사용량 등급,에너지 총량 등급,온실가스 배출총량 등급,RE100,high_carbon,sbti,자본비율,기업분류,장애인근로자수,장애인고용률,L재무구조,L성장성,L지배구조,L환경,L사회,L사회_등급,L환경_등급,L지배구조_등급,L성장성_등급,L재무구조_등급,업종명
1192,2021,영풍제지,006740,B,D,1206,81,81,63,64,0,776,1320,1319,2,111,58.74,1143.04,6.71641791044776,5.27,3.08,4.92,123,2672,17,1.22,51644,0.53,0,22.8105906313646,-21,-0.1,-3.67054746633432,6,2,0.333333333333333,0,8,0,0.0,67000000,47000000,90,7,90,10,100,10.0,90.0,1.0,0.7,154190,0.69,168276000000,22200000,1,1,2,0,1,0,0.629770992366412,1,0,0.0,5,4,8,4,4,C,A,D,C,D,종이목재
1193,2022,영풍제지,006740,D,C,1054,78,78,79,79,0,671,1365,1364,2,111,49.18,1178.14,7.40037950664137,7.52,3.83,5.91,153,2747,334,1.93,51865,6.32,0,-12.6036484245439,-3,5.79,0.683961596193605,5,2,0.4,0,8,0,0.0,67000000,27000000,85,9,87,12,99,12.12121212,87.87878788,0.977011494,0.75,116240,0.52,274228500000,22295000,1,1,2,0,1,0,0.670103092783505,1,0,0.0,5,6,8,4,5,C,A,D,B,D,종이목재
1194,2023,영풍제지,006740,C,0,826,-30,-30,-57,-54,-2,797,1202,1203,-1,244,66.29,405.66,-3.6319612590799,-6.55,-2.8,-4.22,-113,2654,40,1.06,46482,1.43,0,-21.6318785578748,-108,-4.89,-11.0323407657213,7,3,0.428571428571429,0,8,0,0.0,64000000,36000000,80,10,84,13,97,13.40206186,86.59793814,0.952380952,0.769230769,1558286,3.35,130382425140,46482148,5,5,5,0,1,0,0.601300650325163,1,0,0.0,5,0,8,15,4,C,C,D,D,D,종이목재
1195,2019,AK홀딩스,006840,0,B+,37595,1313,1313,574,283,291,28980,14299,8273,6027,662,202.67,1157.72,3.49248570288602,0.75,1.49,3.38,2135,62886,750,0.55,13248,2.17,0,0.0,-93,0.0,0.0,0,0,0.0,0,8,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,458365610600,13247561,5,5,5,0,1,0,0.330383548983364,1,0,0.0,12,3,9,15,3,,,,,,기타금융
1196,2020,AK홀딩스,006840,B+,B+,26200,-2216,-2216,-2643,-1524,-1119,28894,12627,6878,5749,662,228.84,947.11,-8.45801526717557,-5.82,-6.23,-20.12,-11504,52356,400,0.48,13248,1.59,0,-30.3098816331959,-3529,-0.58,-11.9505009700616,8,3,0.375,0,8,0,0.0,95000000,75000000,15,5,16,5,21,23.80952381,76.19047619,0.9375,1.0,1111294,8.39,333176159150,13247561,5,5,5,0,1,0,0.304111172659618,1,0,0.0,11,1,12,15,2,D,C,A,D,B,기타금융
1197,2021,AK홀딩스,006840,B+,B+,31677,-1657,-1657,-1993,-1113,-880,33464,12024,5996,6028,662,278.32,813.95,-5.23092464564195,-3.51,-4.58,-17.3,-8404,45698,200,0.42,13248,1.04,0,20.9045801526718,559,-0.55,3.22709062153362,7,3,0.428571428571429,0,8,0,0.0,107000000,106000000,15,3,16,3,19,15.78947368,84.21052632,0.9375,1.0,717646,5.42,255677927300,13247561,1,1,5,0,1,0,0.264339261767098,1,0,0.0,11,10,12,7,2,D,B+,A,B+,B,기타금융
1198,2022,AK홀딩스,006840,B+,A,37880,-218,-218,-1249,-637,-611,37220,12634,5377,7257,662,294.61,720.48,-0.575501583949314,-1.68,-2.62,-11.21,-4811,41024,200,0.42,13248,1.16,0,19.582031126685,1439,0.12,4.65542306169263,8,3,0.375,0,8,1,12.5,77000000,76000000,18,4,19,4,23,17.39130435,82.60869565,0.947368421,1.0,427818,3.23,227858049200,13247561,1,1,5,0,1,0,0.253419986360172,1,0,0.0,11,11,12,7,2,D,B+,A,A+,B,기타금융
1199,2023,AK홀딩스,006840,A,B+,44797,2791,2791,1304,344,960,40207,12943,5784,7158,662,310.66,782.0,6.23032792374489,0.77,2.53,6.17,2600,44100,200,0.39,13248,1.17,0,18.2602956705386,3009,0.01,6.80582950769421,7,2,0.285714285714286,0,9,1,11.1111111111111,101000000,70000000,19,3,20,3,23,13.04347826,86.95652174,0.95,1.0,753809,5.69,226533293100,13247561,5,5,5,0,1,0,0.243518344308561,1,0,0.0,11,11,12,15,2,D,C,A,A+,B,기타금융
1200,2019,신송홀딩스,006880,0,B,2630,-3,-3,-343,-344,0,1092,906,900,6,59,120.51,1421.74,-0.114068441064639,-13.06,-16.95,-32.05,-2905,7609,80,0.52,11829,2.01,0,0.0,-93,0.0,0.0,0,0,0.0,0,5,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,47078854840,11828858,5,5,5,0,0,0,0.453226613306653,1,0,0.0,5,3,6,15,3,,,,,,유통업
1201,2020,신송홀딩스,006880,B,C,2059,52,52,28,27,0,773,906,899,7,59,85.31,1451.26,2.52549781447305,1.33,1.51,3.04,231,7756,100,0.53,11829,2.45,0,-21.7110266159696,55,0.44,2.63956625553768,3,1,0.333333333333333,0,5,0,0.0,55000000,36000000,10,1,10,1,11,9.090909091,90.90909091,1.0,1.0,72837,0.62,48320884930,11828858,5,5,5,0,0,0,0.539928486293206,1,0,0.0,5,8,8,15,3,C,C,D,B,D,유통업
1202,2021,신송홀딩스,006880,C,D,1864,69,69,75,74,0,1529,953,946,7,59,160.47,1562.94,3.70171673819743,3.98,3.59,8.05,627,8315,120,0.62,11829,2.31,0,-9.47061680427392,17,-0.14,1.17621892372438,3,1,0.333333333333333,0,5,0,0.0,67000000,40000000,10,1,10,1,11,9.090909091,90.90909091,1.0,1.0,172688,1.46,61391773020,11828858,5,5,5,0,0,0,0.383964544721998,1,0,0.0,5,6,9,15,3,C,C,C,B,D,유통업
1203,2022,신송홀딩스,006880,D,C,2094,86,86,16,15,1,1462,961,953,8,59,152.1,1579.77,4.10697230181471,0.72,0.64,1.58,127,8399,120,0.71,11829,2.0,0,12.3390557939914,17,-0.31,0.405255563617283,3,1,0.333333333333333,0,7,0,0.0,56000000,17000000,13,2,13,2,15,13.33333333,86.66666667,1.0,1.0,82503,0.7,70854859420,11828858,5,5,5,0,0,0,0.396452145214521,1,0,0.0,5,9,8,15,3,C,C,D,B,D,유통업
1204,2023,신송홀딩스,006880,C,0,1934,84,84,88,88,1,1394,1036,1026,9,59,134.6,1703.93,4.34332988624612,4.53,3.64,8.86,741,9020,120,0.67,11829,1.98,0,-7.64087870105062,-2,-0.02,0.236357584431414,3,1,0.333333333333333,0,6,0,0.0,59000000,24000000,15,2,15,2,17,11.76470588,88.23529412,1.0,1.0,140518,1.19,71682879480,11828858,5,5,5,0,0,0,0.426512968299712,1,0,0.0,5,4,8,15,3,C,C,D,C,D,유통업
1205,2019,태경케미컬,006890,0,D,418,12,12,98,98,0,171,1185,1185,0,58,14.46,1956.89,2.87081339712919,23.48,7.59,8.67,847,10284,150,0.51,11600,2.86,0,0.0,-93,0.0,0.0,0,0,0.0,0,7,1,14.2857142857143,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,60900000000,11600000,5,5,5,0,0,0,0.873893805309735,1,0,0.0,4,3,4,15,3,,,,,,화학
1206,2020,태경케미컬,006890,D,C,471,77,77,77,77,0,165,1242,1242,0,58,13.27,2063.04,16.3481953290871,16.44,5.6,6.37,667,10815,200,1.31,11600,1.41,0,12.6794258373206,65,-1.45,13.4773819319579,3,1,0.333333333333333,0,6,1,16.6666666666667,94090000,38833000,74,8,107,8,115,6.956521739,93.04347826,0.691588785,1.0,185072,1.6,164140000000,11600000,5,5,5,0,0,0,0.88272921108742,1,0,0.0,5,10,6,15,4,C,C,D,B+,D,화학
1207,2021,태경케미컬,006890,C,D,541,121,121,109,109,0,198,1410,1408,2,58,14.02,2348.57,22.365988909427,20.19,7.24,8.24,941,12243,220,1.01,11600,1.78,0,14.8619957537155,44,0.37,6.01779358033994,2,1,0.5,0,7,1,14.2857142857143,127699000,71826000,74,12,94,12,106,11.32075472,88.67924528,0.787234043,1.0,240859,2.08,143260000000,11600000,5,5,5,0,0,0,0.877411325451151,1,0,0.0,6,11,8,15,4,C,C,D,A+,C,화학
1208,2022,태경케미컬,006890,D,D,596,104,104,87,89,-1,201,1473,1473,1,58,13.61,2460.45,17.4496644295302,14.88,5.32,6.16,764,12802,200,0.84,11600,1.86,0,10.1663585951941,-17,0.0800000000000001,-4.91632447989679,2,1,0.5,0,8,1,12.5,144920000,84294000,76,10,95,10,105,9.523809524,90.47619048,0.8,1.0,164341,1.42,124700000000,11600000,5,5,5,0,0,0,0.879928315412186,1,0,0.0,6,5,7,15,4,C,C,D,C,C,화학
1209,2023,태경케미컬,006890,C,0,707,179,179,174,174,0,209,1620,1619,0,58,12.9,2713.74,25.3182461103253,24.62,9.92,11.27,1502,14069,200,0.98,11600,1.45,0,18.6241610738255,75,-0.41,7.86858168079512,3,1,0.333333333333333,0,8,1,12.5,160267000,93102000,77,10,91,10,101,9.900990099,90.0990099,0.846153846,1.0,209434,1.81,160196000000,11600000,5,5,5,0,0,0,0.885729907053034,1,0,0.0,6,10,7,15,4,C,C,D,B+,C,화학
1210,2019,우성,006980,0,C,3408,-36,-36,119,119,-1,1627,1733,1734,-1,155,93.88,1056.96,-1.05633802816901,3.5,3.84,7.16,3858,57848,150,0.51,3090,0.51,0,0.0,-93,0.0,0.0,0,0,0.0,0,17,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,90846000000,30900000,5,5,5,0,0,0,0.515927359333135,1,0,0.0,7,3,7,15,2,,,,,,음식료품
1211,2020,우성,006980,C,C,3886,45,45,57,58,0,1361,1774,1774,0,155,76.74,1082.81,1.15800308800824,1.48,1.76,3.29,1865,59140,150,0.51,3090,0.5,0,14.0258215962441,81,-0.01,2.21434111617725,4,1,0.25,0,11,0,0.0,62613000,28808000,234,35,255,43,298,14.4295302,85.5704698,0.917647059,0.813953488,487500,1.58,92700000000,30900000,5,5,5,0,0,0,0.565869218500797,1,0,0.0,7,10,9,15,6,B,C,C,B+,C,음식료품
1212,2021,우성,006980,C,C,4805,9,9,-58,-58,0,1724,1722,1722,0,155,100.07,1050.61,0.187304890738814,-1.21,-1.78,-3.32,-1877,57530,150,0.49,3090,0.54,0,23.6489963973237,-36,0.04,-0.970698197269421,4,1,0.25,0,7,0,0.0,66945000,33112000,47,14,48,15,63,23.80952381,76.19047619,0.979166667,0.933333333,75185,2.43,86520000000,3090000,5,5,5,0,0,0,0.499709808473593,1,0,0.0,7,6,10,15,4,C,C,B,B,C,음식료품
1213,2022,우성,006980,C,C,6123,-6,-6,1,1,0,2287,1732,1732,0,155,132.04,1056.99,-0.0979911807937286,0.02,0.03,0.07,41,57850,0,0.37,3090,0.0,0,27.4297606659729,-15,-0.54,-0.285296071532542,4,1,0.25,0,8,0,0.0,67350000,38030000,41,15,42,17,59,28.81355932,71.18644068,0.976190476,0.882352941,48785,1.58,66435000000,3090000,5,5,5,0,0,0,0.430845771144279,1,0,0.0,7,5,9,15,3,D,C,C,C,C,음식료품
1214,2023,우성,006980,D,0,6348,57,57,111,111,0,2428,1825,1825,0,155,133.03,1117.11,0.897920604914934,1.74,2.67,6.22,3578,60855,300,0.33,3090,1.51,0,3.67466927976483,63,1.51,0.995911785708663,4,1,0.25,0,8,0,0.0,69249000,39494000,45,18,47,18,65,27.69230769,72.30769231,0.957446809,1.0,10760,0.35,61274700000,3090000,5,5,5,0,0,0,0.42910886433106,1,0,0.0,7,10,9,15,4,C,C,C,A,C,음식료품
1215,2019,GS리테일,007070,0,B,90069,2388,2388,1436,1331,105,44826,25671,21901,3770,770,174.62,2744.29,2.65130066948673,1.48,2.36,6.22,1729,28443,750,1.38,77000,1.91,1,0.0,-93,0.0,0.0,0,0,0.0,0,7,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,3022250000000,77000000,5,5,5,0,0,0,0.364143155027874,2,0,0.0,14,3,10,15,2,,,,,,유통업
1216,2020,GS리테일,007070,B,A,88623,2526,2526,1545,1684,-139,45106,26672,23045,3627,770,169.11,2892.85,2.85027588774923,1.9,2.17,7.49,2187,29929,900,1.15,77000,2.61,1,-1.60543583252839,138,0.7,0.198975218262503,7,4,0.571428571428571,0,7,0,0.0,242000000,147000000,3216,3049,3390,3571,6961,51.30010056,48.69989944,0.948672566,0.853822459,10901952,14.16,2652650000000,77000000,5,5,5,0,0,0,0.371590180835353,2,0,0.0,13,8,13,15,9,A,C,A,B,A,유통업
1217,2021,GS리테일,007070,A,A,96907,2195,2195,8013,8152,-139,50416,44144,40690,3454,1047,114.21,3879.39,2.26505825172588,8.41,9.63,25.58,8961,39794,1200,0.76,104718,3.95,1,9.34746059149432,-331,1.34,-0.585217636023348,7,4,0.571428571428571,0,7,1,14.2857142857143,355000000,233000000,3725,2984,4017,3831,7848,48.81498471,51.18501529,0.927308937,0.778908901,8637040,8.25,3183424828800,104717922,1,1,5,0,0,0,0.466835871404399,2,0,0.0,15,6,13,7,9,A,B+,A,B,A,유통업
1218,2022,GS리테일,007070,A,A,110319,3602,3602,476,404,72,54124,44200,40491,3709,1047,122.45,3860.4,3.26507673202259,0.37,0.49,1.0,386,39604,430,0.71,104718,1.53,1,13.8400734725046,1407,-2.42,1.00001848029671,7,4,0.571428571428571,0,7,1,14.2857142857143,428000000,288000000,3888,2696,4264,3550,7814,45.43127719,54.56872281,0.911819887,0.75943662,7915927,7.56,2947809504300,104717922,1,1,5,0,0,0,0.449534193075953,4,0,0.0,15,9,15,7,8,A,B+,A,B,A,유통업
1219,2023,GS리테일,007070,A,A,116125,3940,3940,221,177,45,56083,44337,40584,3754,1047,126.49,3840.58,3.39289558665231,0.15,0.22,0.44,169,39406,500,0.58,104718,2.17,0,5.26291935206085,338,0.64,0.127818854629725,7,4,0.571428571428571,0,7,1,14.2857142857143,375000000,267000000,3732,2610,4165,3203,7368,43.47176982,56.52823018,0.896038415,0.814861068,7837661,7.48,2413748102100,104717922,5,5,5,0,0,0,0.44151563433579,4,0,0.0,14,10,15,15,9,A,C,A,A,A,유통업
1220,2019,일신석재,007110,0,C,667,18,18,9,9,0,353,519,519,0,387,68.05,35.02,2.69865067466267,1.36,1.09,1.77,12,675,0,3.58,77457,0.0,0,0.0,-93,0.0,0.0,0,0,0.0,0,9,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,187444996200,77456610,5,5,5,0,0,0,0.594501718213058,1,0,0.0,5,3,6,15,1,,,,,,유통업
1221,2020,일신석재,007110,C,C,587,16,16,6,6,0,418,522,522,0,387,80.1,35.75,2.72572402044293,1.08,0.7,1.22,8,679,0,2.78,77457,0.0,0,-11.9940029985008,-2,0.0,0.0270733457802614,4,1,0.25,0,9,0,0.0,43000000,33000000,60,10,69,12,81,14.81481481,85.18518519,0.869565217,0.833333333,590392,0.76,146005709850,77456610,5,5,5,0,0,0,0.55531914893617,1,0,0.0,5,4,8,15,3,D,C,D,C,D,유통업
1222,2021,일신석재,007110,C,D,747,8,8,-1,-1,0,396,523,523,0,387,75.86,35.84,1.07095046854083,-0.08,-0.07,-0.12,-1,679,0,3.31,77457,0.0,0,27.2572402044293,-8,0.0,-1.6547735519021,4,1,0.25,0,10,0,0.0,45000000,35000000,59,18,78,19,97,19.58762887,80.41237113,0.756410256,0.947368421,1375379,1.78,174277372500,77456610,5,5,5,0,0,0,0.569096844396083,1,0,0.0,5,5,8,15,3,D,C,D,C,D,유통업
1223,2022,일신석재,007110,D,D,1377,39,39,23,23,0,609,552,552,0,387,110.34,43.52,2.8322440087146,1.71,2.26,4.37,30,718,0,1.42,77457,0.0,0,84.3373493975904,31,0.0,1.76129354017377,4,1,0.25,0,10,0,0.0,45000000,35000000,59,18,78,19,97,19.58762887,80.41237113,0.756410256,0.947368421,1192877,1.54,79005742200,77456610,5,5,5,0,0,0,0.475043029259897,1,0,0.0,4,9,8,15,3,D,C,D,B,D,유통업
1224,2023,일신석재,007110,D,0,1012,46,46,17,17,0,413,570,570,0,387,72.55,48.02,4.54545454545455,1.64,1.55,2.96,21,740,0,1.47,77457,0.0,0,-26.5068990559187,7,0.0,1.71321053673995,4,1,0.25,0,11,0,0.0,45000000,35000000,59,18,78,19,97,19.58762887,80.41237113,0.756410256,0.947368421,485474,0.63,84272791680,77456610,5,5,5,0,0,0,0.579857578840285,1,0,0.0,4,6,8,15,3,D,C,D,B,D,유통업
1225,2019,미래아이앤지,007120,0,C,75,1,1,140,140,0,27,696,695,1,129,3.9,448.6,1.33333333333333,187.52,21.59,22.51,541,2743,0,0.59,25897,0.0,0,0.0,-93,0.0,0.0,0,0,0.0,0,5,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,42082348100,129484148,5,5,5,0,0,0,0.962655601659751,1,0,0.0,4,3,4,15,1,,,,,,서비스업
1226,2020,미래아이앤지,007120,C,C,58,7,7,197,197,0,29,895,895,0,129,3.19,602.6,12.0689655172414,340.93,23.9,24.75,760,3513,0,0.56,25897,0.0,0,-22.6666666666667,6,0.0,10.7356321839081,4,1,0.25,0,5,0,0.0,201380000,75393000,29,9,29,9,38,23.68421053,76.31578947,1.0,1.0,1813724,1.4,51016754312,129484148,5,5,5,0,0,0,0.969664138678223,1,0,0.0,4,7,6,15,3,D,C,D,B,D,서비스업
1227,2021,미래아이앤지,007120,C,D,78,9,9,-181,-181,0,286,711,711,0,129,40.22,460.6,11.5384615384615,-231.58,-18.84,-22.52,-698,2803,0,0.84,25897,0.0,0,34.4827586206897,2,0.0,-0.530503978779841,4,1,0.25,0,5,0,0.0,124581000,67553000,26,11,28,12,40,30.0,70.0,0.928571429,0.916666667,5615227,4.34,60857549560,129484148,5,5,5,0,0,0,0.713139418254764,1,0,0.0,4,8,8,15,3,D,C,D,B,D,서비스업
1228,2022,미래아이앤지,007120,D,D,128,31,31,-30,-30,0,281,694,694,0,139,40.42,424.29,24.21875,-23.65,-3.09,-4.32,-114,2621,0,0.53,27884,0.0,0,64.1025641025641,22,0.0,12.6802884615385,4,1,0.25,0,5,0,0.0,158109000,96027000,26,11,28,13,41,31.70731707,68.29268293,0.928571429,0.846153846,2935848,2.11,39037018720,139417924,5,5,5,0,0,0,0.711794871794872,1,0,0.0,4,10,8,15,3,D,C,D,A,D,서비스업
1229,2023,미래아이앤지,007120,D,0,130,32,32,-93,-93,0,263,581,581,0,139,45.27,343.63,24.6153846153846,-71.38,-10.22,-14.58,-333,2218,0,0.63,27884,0.0,0,1.5625,1,0.0,0.396634615384617,4,1,0.25,0,5,0,0.0,164713000,102867000,28,11,29,13,42,30.95238095,69.04761905,0.965517241,0.846153846,384118,1.38,39176435520,27883584,5,5,5,0,0,0,0.687573964497041,1,0,0.0,4,7,7,15,3,D,C,D,B,D,서비스업
1230,2019,사조산업,007160,0,D,7354,182,182,-144,-128,-17,6524,4850,3996,854,250,134.51,1499.11,2.47484362251836,-1.74,-1.25,-3.13,-2557,79955,150,0.47,5000,0.4,0,0.0,-93,0.0,0.0,0,0,0.0,0,15,1,6.66666666666667,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,186500000000,5000000,5,5,5,0,0,0,0.426411113064885,2,0,0.0,10,3,8,15,2,,,,,,"농업, 임업 및 어업"
1231,2020,사조산업,007160,D,B,6219,219,219,121,74,47,5842,5032,3987,1045,250,116.1,1495.34,3.5214664737096,1.19,1.09,1.85,1480,79767,200,0.39,5000,0.64,0,-15.4337775360348,37,0.24,1.04662285119124,7,3,0.428571428571429,0,12,0,0.0,125000000,65000000,175,135,396,203,599,33.88981636,66.11018364,0.441919192,0.665024631,157418,3.15,156000000000,5000000,5,5,5,0,0,0,0.462755195880081,2,0,0.0,10,7,11,15,6,B,C,B,B,B,"농업, 임업 및 어업"
1232,2021,사조산업,007160,B,C,5904,492,492,553,448,105,5481,5657,4495,1162,250,96.88,1698.1,8.33333333333333,7.59,5.03,10.57,8967,89905,300,0.53,5000,0.63,0,-5.06512301013025,273,-0.01,4.81186685962373,9,4,0.444444444444444,0,11,0,0.0,150000000,69000000,168,122,383,206,589,34.97453311,65.02546689,0.438642298,0.59223301,179091,3.58,236750000000,5000000,5,5,5,0,0,0,0.50785528323907,2,8,1.31,10,7,12,15,3,D,C,A,B,B,"농업, 임업 및 어업"
1233,2022,사조산업,007160,C,B,6610,552,552,801,699,102,5234,6432,5136,1296,250,81.37,1954.54,8.35098335854766,10.57,7.03,14.51,13978,102727,350,0.44,5000,0.78,0,11.9579945799458,60,0.15,0.0176500252143228,8,3,0.375,0,10,0,0.0,131000000,77000000,168,149,377,188,565,33.27433628,66.72566372,0.445623342,0.792553191,195202,3.9,225000000000,5000000,5,5,5,0,0,0,0.551345791188068,2,8,1.36,10,10,12,15,4,C,C,A,A,B,"농업, 임업 및 어업"
1234,2023,사조산업,007160,B,0,6322,-239,-239,93,192,-99,5223,6475,5283,1191,250,80.66,2013.48,-3.78044922492882,3.04,0.8,3.69,3848,105674,200,0.4,5000,0.48,0,-4.35703479576399,-791,-0.3,-12.1314325834765,8,3,0.375,0,10,0,0.0,115000000,73000000,188,144,388,168,556,30.21582734,69.78417266,0.484536082,0.857142857,174816,3.5,210000000000,5000000,5,5,5,0,0,0,0.553513421097624,2,0,0.0,10,1,12,15,7,B,C,A,D,B,"농업, 임업 및 어업"
1235,2019,벽산,007210,0,C,4335,-38,-38,-17,-28,11,1712,2915,2324,591,343,58.71,641.61,-0.876585928489043,-0.64,-0.37,-1.18,-40,3708,0,0.52,68560,0.0,0,0.0,-93,0.0,0.0,0,0,0.0,0,10,1,10.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,131978000000,68560000,5,5,5,0,0,0,0.629997838772423,1,2,0.58,8,3,6,15,0,,,,,,비금속광물
1236,2020,벽산,007210,C,B,4395,96,96,13,-15,28,1727,2918,2305,613,343,59.19,642.44,2.18430034129693,-0.35,0.27,-0.67,-23,3712,7,0.67,68560,0.28,0,1.3840830449827,134,0.28,3.06088626978597,4,3,0.75,0,10,1,10.0,67000000,35000000,297,24,302,26,328,7.926829268,92.07317073,0.983443709,0.923076923,3475697,5.07,171742800000,68560000,1,1,2,0,0,0,0.628337639965547,1,2,0.57,8,10,9,4,4,C,A,C,A,C,비금속광물
1237,2021,벽산,007210,B,D,4714,85,85,-15,-45,30,2151,2903,2295,608,343,74.1,636.94,1.80313958421723,-0.96,-0.31,-1.97,-66,3685,10,1.06,68560,0.26,0,7.25824800910124,-11,-0.02,-0.381160757079703,4,3,0.75,0,9,0,0.0,138000000,39000000,282,21,286,26,312,8.333333333,91.66666667,0.986013986,0.807692308,2871965,4.19,268412400000,68560000,1,1,2,0,0,0,0.574396517609814,2,0,0.0,8,5,11,4,4,C,A,B,C,C,비금속광물
1238,2022,벽산,007210,D,C,5199,188,188,117,99,18,2995,3023,2411,612,343,99.09,670.75,3.61608001538758,1.91,2.11,4.22,145,3854,25,0.52,68560,1.24,0,10.2885023334748,103,0.98,1.81294043117035,4,3,0.75,0,11,0,0.0,133000000,36000000,348,32,356,38,394,9.644670051,90.35532995,0.97752809,0.842105263,3532924,5.15,138491200000,68560000,1,1,2,0,0,0,0.502326354270522,2,0,0.0,8,10,11,4,5,C,A,B,A,C,비금속광물
1239,2023,벽산,007210,C,0,6207,447,447,364,333,31,2892,3313,2671,641,343,87.3,755.56,7.20154664088932,5.36,5.96,13.1,486,4278,60,0.61,68560,2.29,0,19.3883439122908,259,1.05,3.58546662550174,4,3,0.75,0,11,0,0.0,148000000,46000000,393,41,401,44,445,9.887640449,90.11235955,0.980049875,0.931818182,5550891,8.1,179970000000,68560000,5,5,5,0,0,0,0.53401031592521,2,0,0.0,8,11,11,15,7,B,C,B,A+,C,비금속광물
1240,2019,한국특강,007280,0,B,3910,-74,-74,-215,-215,0,2461,714,714,0,162,344.59,341.43,-1.8925831202046,-5.5,-6.53,-25.92,-665,2207,0,0.74,32353,0.0,0,0.0,-93,0.0,0.0,0,0,0.0,0,9,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,52736188700,32353490,5,5,5,0,1,0,0.22488188976378,1,0,0.0,6,3,7,15,1,,,,,,철강금속
1241,2020,한국특강,007280,0,C,4153,73,73,36,36,0,2509,1014,1014,0,266,247.5,280.87,1.75776547074404,0.87,1.08,4.19,95,1904,0,1.02,53242,0.0,0,6.2148337595908,147,0.0,3.65034859094864,6,3,0.5,0,9,0,0.0,64000000,47000000,374,15,393,17,410,4.146341463,95.85365854,0.951653944,0.882352941,325851,0.61,103556615820,53242476,1,1,3,0,1,0,0.287822878228782,1,0,0.0,6,10,9,5,3,D,B+,C,B+,C,철강금속
1242,2021,한국특강,007280,C,D,6915,402,402,370,370,0,3167,1400,1400,0,266,226.19,426.0,5.81344902386117,5.35,9.14,30.64,695,2630,0,1.3,53242,0.0,0,66.5061401396581,329,0.0,4.05568355311713,6,3,0.5,0,14,0,0.0,69000000,50000000,457,17,464,18,482,3.734439834,96.26556017,0.984913793,0.944444444,150157,0.28,181823055540,53242476,1,1,3,0,1,0,0.306479859894921,1,0,0.0,8,10,10,5,3,D,B+,B,B+,C,철강금속
1243,2022,한국특강,007280,D,C,7959,306,306,406,406,0,3481,1997,1997,0,303,174.31,559.19,3.84470410855635,5.11,8.09,23.92,671,3296,0,0.59,60590,0.0,0,15.0976138828634,-96,0.0,-1.96874491530482,8,3,0.375,0,13,0,0.0,65000000,36000000,509,13,512,30,542,5.535055351,94.46494465,0.994140625,0.433333333,84362,0.14,117846768110,60589598,1,1,4,0,1,0,0.364549105512961,2,0,0.0,9,5,11,6,3,D,B+,B,C,B,철강금속
1244,2023,한국특강,007280,C,0,8304,473,473,281,281,0,3345,2265,2265,0,303,147.68,647.65,5.69605009633911,3.39,5.07,13.2,464,3738,0,0.48,60590,0.0,0,4.3347154165096,167,0.0,1.85134598778276,8,3,0.375,0,13,0,0.0,71000000,58000000,556,11,565,22,587,3.747870528,96.25212947,0.984070796,0.5,125132,0.21,108879507606,60589598,5,5,5,0,1,0,0.403743315508021,2,0,0.0,8,9,10,15,3,D,C,B,B,C,철강금속
1245,2019,오뚜기,007310,0,B+,23597,1483,1483,998,968,30,8056,13465,12776,688,180,59.83,8184.96,6.28469720727211,4.1,4.73,7.79,26861,414248,7500,1.34,3605,1.35,1,0.0,-93,0.0,0.0,0,0,0.0,0,12,1,8.33333333333333,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1997301298000,3605237,5,5,5,0,0,0,0.625667952232703,3,12,0.39,12,3,9,15,1,,,,,,음식료품
